,title,url,date
17,【悲報】インターハイ消滅に生徒「頭が真っ白になった,http://blog.livedoor.jp/nanjstu/archives/56691270.html,"Mon, 27 Apr 2020 03:28:50 GMT"
18,【朗報】新垣結衣さん(32)、まだまだイケる,http://himasoku.com/archives/52113835.html,"Mon, 27 Apr 2020 03:28:51 GMT"
19,トランプ「消毒液注射したらコロナに効くんちゃう？ｗ」　→　アメリカ人「ほーん…せや！」,http://himasoku.com/archives/52113836.html,"Mon, 27 Apr 2020 03:28:51 GMT"
20,鯛←こいつが高級魚ぶってる理由,http://himasoku.com/archives/52112619.html,"Mon, 27 Apr 2020 03:28:51 GMT"
21,【悲報】　東京自殺防止センター、コロナの影響で病む,http://himasoku.com/archives/52113833.html,"Mon, 27 Apr 2020 03:28:51 GMT"
22,【悲報】無職男(20)、特殊詐欺の受け子に挑戦もスーツが似合わなすぎで即バレ…身分証は食べて隠す,http://himasoku.com/archives/52113831.html,"Mon, 27 Apr 2020 03:28:51 GMT"
23,日本国民の45.1%「自粛することに疲れた」,http://himasoku.com/archives/52113786.html,"Mon, 27 Apr 2020 03:28:51 GMT"
24,重量挙げ連盟「記録をメールで送って来たらその数字を信じて優勝者を決める」,http://himasoku.com/archives/52113789.html,"Mon, 27 Apr 2020 03:28:51 GMT"
25,ワイ「ここら辺が中出しシーンやろ(Pornhub早送り」,http://himasoku.com/archives/52113793.html,"Mon, 27 Apr 2020 03:28:51 GMT"
26,【画像あり】ゲーム史上一番エッチな女、ついに決定！,http://himasoku.com/archives/52113798.html,"Mon, 27 Apr 2020 03:28:51 GMT"
27,宮迫『えっ　なんでぐっさんだけ印税貰ってんの。ずるいわ。俺も曲作るわ』ぐっさん『いやいや…』,http://himasoku.com/archives/52113802.html,"Mon, 27 Apr 2020 03:28:51 GMT"
28,アニメ「サザエさん」、ＧＷに出掛ける話が「不謹慎」と炎上,http://blog.livedoor.jp/dqnplus/archives/1999958.html,"Mon, 27 Apr 2020 03:28:51 GMT"
29,【大阪】 吉村知事が店名公表したパチンコ屋、朝から大行列,http://blog.livedoor.jp/dqnplus/archives/1999950.html,"Mon, 27 Apr 2020 03:28:51 GMT"
30,ナイナイ岡村「コロナが収束したら､お金に困った可愛い娘が風俗に流れてくる。 それまで風俗は我慢しましょう」と呼びかけ,http://blog.livedoor.jp/dqnplus/archives/1999939.html,"Mon, 27 Apr 2020 03:28:51 GMT"
31,韓国のゲーム会社が発売した作品が鬼滅の刃の盗作疑惑が出るも「日本の作品を盗むことはない」と否定,http://blog.livedoor.jp/dqnplus/archives/1999934.html,"Mon, 27 Apr 2020 03:28:51 GMT"
32,【速報】 北朝鮮、48時間以内にミサイル発射か,http://blog.livedoor.jp/dqnplus/archives/1999932.html,"Mon, 27 Apr 2020 03:28:51 GMT"
33,"アメリカ、別格　感染者数+38,958　累計92万人超",http://blog.livedoor.jp/dqnplus/archives/1999930.html,"Mon, 27 Apr 2020 03:28:51 GMT"
34,松井大阪市長「パチンコは遊技ではなくギャンブル」「パチンコ業界のグレー規制を見直すべき」,http://blog.livedoor.jp/dqnplus/archives/1999927.html,"Mon, 27 Apr 2020 03:28:51 GMT"
35,金正恩、緊急手術でデブすぎて執刀医が医療ミス　そのまま植物人間に,http://blog.livedoor.jp/dqnplus/archives/1999902.html,"Mon, 27 Apr 2020 03:28:51 GMT"
36,岡山県知事「岡山に来たことを後悔するようになればいい」 ２９日から県境検温開始,http://blog.livedoor.jp/dqnplus/archives/1999890.html,"Mon, 27 Apr 2020 03:28:51 GMT"
37,大阪の休業要請に応じないパチンコ６店、ついに晒し上げられる,http://blog.livedoor.jp/dqnplus/archives/1999887.html,"Mon, 27 Apr 2020 03:28:51 GMT"
38,【東京】 スーパーの「３日に１回」要請から一夜、朝から買い物客が殺到し大行列を作ってしまう,http://blog.livedoor.jp/dqnplus/archives/1999885.html,"Mon, 27 Apr 2020 03:28:51 GMT"
39,専門家会議「熱が出ても４日間自宅待機とは言ってない。４日も熱が続くなら是非受診してという意味で言った」,http://blog.livedoor.jp/dqnplus/archives/1999884.html,"Mon, 27 Apr 2020 03:28:51 GMT"
40,【アベノマスク】 伊藤忠と興和、不良品マスク問題で未配布分を全量回収すると発表,http://blog.livedoor.jp/dqnplus/archives/1999875.html,"Mon, 27 Apr 2020 03:28:51 GMT"
41,【岩手】 里帰り出産の女性、破水するも救急搬送の受け入れ断られる,http://blog.livedoor.jp/dqnplus/archives/1999868.html,"Mon, 27 Apr 2020 03:28:51 GMT"
42,【YouTuber】 岡江久美子の息子「すべてをお話しします」,http://blog.livedoor.jp/dqnplus/archives/1999866.html,"Mon, 27 Apr 2020 03:28:51 GMT"
43,日本軍「沖縄戦線に大和投入するンゴ…！！！」,http://military38.com/archives/54561047.html,"Mon, 27 Apr 2020 03:28:51 GMT"
44,マジでいつまで自粛なの？,http://military38.com/archives/54561093.html,"Mon, 27 Apr 2020 03:28:51 GMT"
45,コロナで「あ、この国ダメだ。」と思った瞬間,http://military38.com/archives/54561018.html,"Mon, 27 Apr 2020 03:28:51 GMT"
46,織田信長って超有名だけど「何した人？」って聞かれたらさ,http://military38.com/archives/54555692.html,"Mon, 27 Apr 2020 03:28:51 GMT"
47,日本人ってコロナショックの経済的な死について議論しなさすぎちゃう？,http://military38.com/archives/54561003.html,"Mon, 27 Apr 2020 03:28:51 GMT"
48,氷河期世代とかいう日本の闇ｗｗｗ,http://military38.com/archives/54559512.html,"Mon, 27 Apr 2020 03:28:51 GMT"
49,一戸建てとマンション　どっちが人気なのか？,http://military38.com/archives/54558555.html,"Mon, 27 Apr 2020 03:28:51 GMT"
50,地球を侵略しにきた宇宙人←こいつら,http://military38.com/archives/54560379.html,"Mon, 27 Apr 2020 03:28:51 GMT"
51,【新型コロナ】小池都知事「緩んではいけない。これからの2週間が大きな意味を持つ」,http://military38.com/archives/54560356.html,"Mon, 27 Apr 2020 03:28:51 GMT"
52,若者は選挙に行けって言うけど,http://military38.com/archives/54558485.html,"Mon, 27 Apr 2020 03:28:51 GMT"
53,【悲報】なぜ日本は「アクション映画」を作れなくなったのか,http://military38.com/archives/54559533.html,"Mon, 27 Apr 2020 03:28:51 GMT"
54,【悲報】戦争起こすメリット、誰も説明できない…,http://military38.com/archives/54550217.html,"Mon, 27 Apr 2020 03:28:51 GMT"
55,実際民主党政権って何が悪夢だったの？,http://military38.com/archives/54559808.html,"Mon, 27 Apr 2020 03:28:51 GMT"
56,【新型コロナ】インターハイ史上初の中止,http://military38.com/archives/54559751.html,"Mon, 27 Apr 2020 03:28:51 GMT"
57,「自粛に疲れた」←これｗｗｗｗｗ,http://military38.com/archives/54559283.html,"Mon, 27 Apr 2020 03:28:51 GMT"
58,【新型コロナ】東京都のきょうの新たな感染者は72人　13日ぶりに100人下回る,http://military38.com/archives/54559325.html,"Mon, 27 Apr 2020 03:28:51 GMT"
59,最近世界やばすぎて核戦争で世界終わるんじゃないかって思ってる,http://military38.com/archives/54555718.html,"Mon, 27 Apr 2020 03:28:51 GMT"
60,安倍首相「政府の総力を結集してください！」,http://military38.com/archives/54558847.html,"Mon, 27 Apr 2020 03:28:51 GMT"
61,日本の感染数がガチで収束傾向にある件,http://military38.com/archives/54558675.html,"Mon, 27 Apr 2020 03:28:51 GMT"
62,頭部バルカン砲 ← これ,http://military38.com/archives/54546307.html,"Mon, 27 Apr 2020 03:28:51 GMT"
63,WHO「世界は元に戻らない」←これマジ？,http://military38.com/archives/54558286.html,"Mon, 27 Apr 2020 03:28:51 GMT"
64,武田信玄が織田家を滅ぼさなかった理由ｗｗｗｗｗ,http://military38.com/archives/54555784.html,"Mon, 27 Apr 2020 03:28:51 GMT"
65,【新型コロナ】緊急事態宣言　政府内「来月6日全面解除は困難」,http://military38.com/archives/54558145.html,"Mon, 27 Apr 2020 03:28:51 GMT"
66,「技術進歩してるのに生活は楽にならない・・」←これ,http://military38.com/archives/54557516.html,"Mon, 27 Apr 2020 03:28:51 GMT"
67,映画「火垂るの墓」で学んだ事書いてけ,http://military38.com/archives/54539934.html,"Mon, 27 Apr 2020 03:28:51 GMT"
68,イタリアで中国政府に賠償求めるネット署名が開始…請求額は約11兆円を超えると予想！,http://blog.livedoor.jp/corez18c24-mili777/archives/54558200.html,"Mon, 27 Apr 2020 03:28:51 GMT"
69,韓国軍兵士が軍事機密暗号を「カカオトーク」に漏洩し懲戒処分に…ネットは「今の軍は烏合の衆」！,http://blog.livedoor.jp/corez18c24-mili777/archives/54558256.html,"Mon, 27 Apr 2020 03:28:51 GMT"
70,強襲揚陸艦「アメリカ」の飛行甲板では海兵隊員らがゴルフ練習で休息！,http://blog.livedoor.jp/corez18c24-mili777/archives/54487133.html,"Mon, 27 Apr 2020 03:28:51 GMT"
71,アメリカ太平洋空軍初のF-35A部隊、アラスカに誕生…第354戦闘航空団！,http://blog.livedoor.jp/corez18c24-mili777/archives/54555446.html,"Mon, 27 Apr 2020 03:28:51 GMT"
72,金星の暴風「スーパーローテーション」は太陽熱で持続していた…探査機あかつきが解明！,http://blog.livedoor.jp/corez18c24-mili777/archives/54552356.html,"Mon, 27 Apr 2020 03:28:51 GMT"
73,イエメン停戦を1カ月延長、サウジアラビア主導のアラブ連合軍…新型コロナ確認後も衝突続く！,http://blog.livedoor.jp/corez18c24-mili777/archives/54558193.html,"Mon, 27 Apr 2020 03:28:51 GMT"
74,米ボーイング社、ブラジルの航空機大手エンブラエルとの事業統合を中止！,http://blog.livedoor.jp/corez18c24-mili777/archives/54558260.html,"Mon, 27 Apr 2020 03:28:51 GMT"
75,職場の女「10万もらったら貯金はしないで食費に使う」←これ,http://inazumanews2.com/archives/54561383.html,"Mon, 27 Apr 2020 03:28:51 GMT"
76,【呆然】仕事でワイやらかし後に取引先からこう言われたんやが・・・・・・,http://inazumanews2.com/archives/54561209.html,"Mon, 27 Apr 2020 03:28:51 GMT"
77,【悲報？？】弊社、6月末まで休業　給料満額支給,http://inazumanews2.com/archives/54560515.html,"Mon, 27 Apr 2020 03:28:51 GMT"
78,彼女「ちょっと休みたい」運転中俺「別に寝てていいよ」彼女「休憩したい」運転中俺「だから寝てていいよ」,http://inazumanews2.com/archives/54560255.html,"Mon, 27 Apr 2020 03:28:51 GMT"
79,【悲報】ワイドラッグストア店員、マスクを売り出すタイミングがなく在庫200個ほど溜まる,http://inazumanews2.com/archives/54560187.html,"Mon, 27 Apr 2020 03:28:51 GMT"
80,【愕然】寿司屋で3500円頼んだ結果・・・・・・,http://inazumanews2.com/archives/54559920.html,"Mon, 27 Apr 2020 03:28:51 GMT"
81,【呆然】給付金の10万円、友達に奪われることが判明・・・・・・,http://inazumanews2.com/archives/54559848.html,"Mon, 27 Apr 2020 03:28:51 GMT"
82,上司「VLOOKUP使え！使い方覚えろ！！VLOOKUPさえ覚えればExcelは完璧だ！！！」,http://inazumanews2.com/archives/54559706.html,"Mon, 27 Apr 2020 03:28:51 GMT"
83,面接官「..？ここの会社名は？」　ぼく「覚えてないです。」　面接官「？」,http://inazumanews2.com/archives/54559590.html,"Mon, 27 Apr 2020 03:28:51 GMT"
84,【悲報】ワイ社畜、会社からGWの帰省を禁じられる,http://inazumanews2.com/archives/54559475.html,"Mon, 27 Apr 2020 03:28:51 GMT"
85,ワイ「10万……」ﾎﾞｿｯ 父「金いらないから働いてないんだろ？」,http://inazumanews2.com/archives/54558739.html,"Mon, 27 Apr 2020 03:28:51 GMT"
86,友達「トイレ借りていい？」 ワイ「ええで^^でも勝手に流さないでね？」,http://inazumanews2.com/archives/54558720.html,"Mon, 27 Apr 2020 03:28:51 GMT"
87,仕事できない奴にマジで共通することｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54558644.html,"Mon, 27 Apr 2020 03:28:51 GMT"
88,プログラマー「カタカタッ・・・(年収600万)」　　ワイ営業マン「申し訳ございませんでした！（年収300万）」,http://inazumanews2.com/archives/54557758.html,"Mon, 27 Apr 2020 03:28:51 GMT"
89,【愕然】ワイ家、家の庭で焼き肉をするもクレームを受ける・・・・・・,http://inazumanews2.com/archives/54557653.html,"Mon, 27 Apr 2020 03:28:51 GMT"
90,ワイレジ打ち「間違えて半額にしちゃった！預かり金間違えた！過不足出しちゃった！(1000円)」,http://inazumanews2.com/archives/54557445.html,"Mon, 27 Apr 2020 03:28:51 GMT"
91,【悲報】ワイの会社、倒産秒読み,http://inazumanews2.com/archives/54557200.html,"Mon, 27 Apr 2020 03:28:51 GMT"
92,家電「必ずアース線を繋いでください、感電の恐れがあります」→部屋にアース線繋ぐとこがない・・・・・・,http://inazumanews2.com/archives/54557013.html,"Mon, 27 Apr 2020 03:28:51 GMT"
93,ワイ「最近娘の態度きつくない？」妻「反抗期やろ、親離れやで」,http://inazumanews2.com/archives/54556964.html,"Mon, 27 Apr 2020 03:28:51 GMT"
94,企業「一ヶ月も自粛とか破産しちゃう」←どんな経営してんだよ,http://inazumanews2.com/archives/54556722.html,"Mon, 27 Apr 2020 03:28:51 GMT"
95,助手席マッマ「ぶつかるううううえ！！！あぶなぁあああい！！！」ワイ「ぶつかんないよ」ｽｨ~,http://inazumanews2.com/archives/54556598.html,"Mon, 27 Apr 2020 03:28:51 GMT"
96,【愕然】ワイ都民、マッマの家に行っただけなのに車を破壊される・・・・・・,http://inazumanews2.com/archives/54556486.html,"Mon, 27 Apr 2020 03:28:51 GMT"
97,俺がやってる飲み屋 緊急事態宣言後も普通に営業した結果ｗｗｗｗｗｗ,http://inazumanews2.com/archives/54555973.html,"Mon, 27 Apr 2020 03:28:51 GMT"
98,【朗報】なんか普通にマスクが売ってるようになってきた,http://inazumanews2.com/archives/54555958.html,"Mon, 27 Apr 2020 03:28:51 GMT"
99,【朗報】ワイの会社のコロナ対策、ガチで強すぎる,http://inazumanews2.com/archives/54555609.html,"Mon, 27 Apr 2020 03:28:51 GMT"
100,7万円のパソコン買ったったｗｗｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54555482.html,"Mon, 27 Apr 2020 03:28:51 GMT"
101,上司「ワイ君ゲーマーなんだって？PS4持ってるなら一緒にやろうよｗ｣ ワイ「あはは…｣,http://inazumanews2.com/archives/54554737.html,"Mon, 27 Apr 2020 03:28:51 GMT"
102,【愕然】配達員が舌打ちしてきたから会社にクレーム入れたら・・・・・・,http://inazumanews2.com/archives/54554471.html,"Mon, 27 Apr 2020 03:28:51 GMT"
103,ビールがペットボトルで出ない理由ｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54554404.html,"Mon, 27 Apr 2020 03:28:51 GMT"
104,【悲報】在宅勤務俺、サボタージュしてたのが上司にバレるｗｗｗ,http://inazumanews2.com/archives/54554288.html,"Mon, 27 Apr 2020 03:28:51 GMT"
105,ワイ、入社3日目で人間の屑呼ばわりされるｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54553971.html,"Mon, 27 Apr 2020 03:28:51 GMT"
106,上司｢オンライン飲み会するぞ｣←全ての言い訳を無に帰す貫通攻撃やめろ,http://inazumanews2.com/archives/54553910.html,"Mon, 27 Apr 2020 03:28:51 GMT"
107,人生でマジでやってて良かった事ｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54553739.html,"Mon, 27 Apr 2020 03:28:51 GMT"
108,29歳無職だがコロナのせいで親から借りた金200万溶かした・・・・・・,http://inazumanews2.com/archives/54553608.html,"Mon, 27 Apr 2020 03:28:51 GMT"
109,正直不要不急の外出しちゃってる奴ｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54552922.html,"Mon, 27 Apr 2020 03:28:51 GMT"
110,ワイニート１０万円を見逃すことを決意！！！！！！,http://inazumanews2.com/archives/54552868.html,"Mon, 27 Apr 2020 03:28:51 GMT"
111,食材卸売業者だけど会社潰れそうｗｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54552738.html,"Mon, 27 Apr 2020 03:28:51 GMT"
112,こういうラーメン屋は二度と行かないｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54552220.html,"Mon, 27 Apr 2020 03:28:51 GMT"
113,パソコンメーカー社員だけど色々な意味で死にそうできつい・・・・・・,http://inazumanews2.com/archives/54552171.html,"Mon, 27 Apr 2020 03:28:51 GMT"
114,業務スーパーでしば漬け(1kg)198円を2日で食べちゃう俺ｗｗｗｗｗｗ,http://inazumanews2.com/archives/54551216.html,"Mon, 27 Apr 2020 03:28:51 GMT"
115,【悲報】弊社、コロナの影響で解散を検討中,http://inazumanews2.com/archives/54551168.html,"Mon, 27 Apr 2020 03:28:51 GMT"
116,【速報】10万円の給付金でiPad Proを買おうとしてたワイ、悔い改める,http://inazumanews2.com/archives/54550995.html,"Mon, 27 Apr 2020 03:28:51 GMT"
117,学生時代に人生狂ったやつｗｗｗｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54550551.html,"Mon, 27 Apr 2020 03:28:51 GMT"
118,ヨッメの呼び方で夫婦仲分かる説ｗｗｗｗｗｗｗｗｗｗ,http://inazumanews2.com/archives/54550507.html,"Mon, 27 Apr 2020 03:28:51 GMT"
119,【悲報】職場の女先輩にどうぶつの森一緒にやろうと誘われてしまうｗｗｗｗｗｗ,http://inazumanews2.com/archives/54550466.html,"Mon, 27 Apr 2020 03:28:51 GMT"
120,1年前ワイ「ロフト付き？ええやん！ここにしたろ！」敵「ロフトはやめとけ」,http://inazumanews2.com/archives/54549922.html,"Mon, 27 Apr 2020 03:28:51 GMT"
121,息苦しくてもしかしたらと思って保健所に相談した結果ｗｗｗｗｗｗ,http://inazumanews2.com/archives/54549883.html,"Mon, 27 Apr 2020 03:28:51 GMT"
122,出張で仕方なく地方に来てるけど正直皆の危機感の無さにビビってる・・・・・・,http://inazumanews2.com/archives/54549827.html,"Mon, 27 Apr 2020 03:28:51 GMT"
123,ウォーターサーバーの営業してるけど契約してくれ！！！！！！,http://inazumanews2.com/archives/54549560.html,"Mon, 27 Apr 2020 03:28:51 GMT"
124,ドカタ(35)「おいジジイ！！！これ詰所に持ってって」俺(41)「はい」ドンッ,http://inazumanews2.com/archives/54549321.html,"Mon, 27 Apr 2020 03:28:51 GMT"
125,【動画】素人の女子小学生がキックボクシングジムでミット打ちするだけの動画が11万再生ｗｗｗｗｗｗ,http://blog.livedoor.jp/diet2channel/archives/56685282.html,"Mon, 27 Apr 2020 03:28:54 GMT"
126,【画像】職場近くの居酒屋がサバの塩焼き弁当(890円)始めたんやけど(コロナ禍),http://blog.livedoor.jp/diet2channel/archives/56685173.html,"Mon, 27 Apr 2020 03:28:54 GMT"
127,【画像】陸上競技、女性の理想の身体を作り上げるスポーツだと判明してしまうｗｗｗｗｗｗｗｗｗｗ,http://blog.livedoor.jp/diet2channel/archives/56689947.html,"Mon, 27 Apr 2020 03:28:54 GMT"
128,太るために筋トレしてるんやが食事辛いわ…,http://blog.livedoor.jp/diet2channel/archives/56680442.html,"Mon, 27 Apr 2020 03:28:54 GMT"
129,【新型コロナ】モウリーニョ監督が食料提供！練習場で野菜など栽培「新鮮な果実と野菜を育てています」,http://blog.livedoor.jp/diet2channel/archives/56685194.html,"Mon, 27 Apr 2020 03:28:54 GMT"
130,【コロナ禍】パチ屋もダメ、ジムも登山も自粛とかｗｗｗｗｗｗ,http://blog.livedoor.jp/diet2channel/archives/56685278.html,"Mon, 27 Apr 2020 03:28:54 GMT"
131,【新型コロナ】針も糸も使わない超お手軽な「簡易マスク」の作り方がこちらです,http://blog.livedoor.jp/diet2channel/archives/56690419.html,"Mon, 27 Apr 2020 03:28:54 GMT"
132,【健康】「お湯」とは違う。免疫力を上げるパーフェクトドリンク「白湯」の正しい作り方,http://blog.livedoor.jp/diet2channel/archives/56690454.html,"Mon, 27 Apr 2020 03:28:54 GMT"
133,【悲報】ワイ筋トレ民、80kgでベンチプレスしてたら隣のデブが100kgでやり出すｗｗｗｗ,http://blog.livedoor.jp/diet2channel/archives/56680445.html,"Mon, 27 Apr 2020 03:28:54 GMT"
134,【動画】平野綾が『ハレ晴レユカイ』を全力で踊った結果ｗｗｗｗｗｗ,http://blog.livedoor.jp/diet2channel/archives/56690563.html,"Mon, 27 Apr 2020 03:28:54 GMT"
135,【悲報】コロナウイルスさん収束しそう,http://crx7601.com/archives/56690222.html,"Mon, 27 Apr 2020 03:28:54 GMT"
136,【全世界1万人訴訟】「G7は新型コロナで430兆円の被害」請願書提出へ→中国「根拠のない攻撃やめろ」他、生物兵器提訴もされる,http://crx7601.com/archives/56690169.html,"Mon, 27 Apr 2020 03:28:54 GMT"
137,【悲報】ラサール石井氏、大阪府のパチ屋公表に文句を言った結果⇒府知事に瞬殺され大阪を敵に回し炎上ｗｗｗ,http://crx7601.com/archives/56689782.html,"Mon, 27 Apr 2020 03:28:54 GMT"
138,外国人「生存権を要求できる権利と考えるのは日本だけ。世界から見たら非常識」,http://crx7601.com/archives/56689560.html,"Mon, 27 Apr 2020 03:28:54 GMT"
139,有識者「韓国はすでに感染者一桁、日本は見習え」⇒本日250人超を叩き出した模様ｗｗｗ,http://crx7601.com/archives/56689371.html,"Mon, 27 Apr 2020 03:28:54 GMT"
140,【画像】国会議員、安倍を除き全員が使い捨てマスクを装着←どこに売ってるの？との声が殺到,http://crx7601.com/archives/56688917.html,"Mon, 27 Apr 2020 03:28:54 GMT"
141,パヨ「欧州のように迅速に給付しろ！」⇒ドイツさん、迅速な給付で詐欺グループに100億円以上奪われる,http://crx7601.com/archives/56688618.html,"Mon, 27 Apr 2020 03:28:54 GMT"
142,【悲報】韓国で発売されるゲームがどう見ても「鬼滅の刃」だと話題、韓国側は「日本の作品を盗むことはない」と逆切れ,http://crx7601.com/archives/56688289.html,"Mon, 27 Apr 2020 03:28:54 GMT"
143,【朗報】新大久保界隈の中国製マスク高値売り撲滅決定！日本政府が問題視「立ち入り検査や強制収用などの措置を講じる」,http://crx7601.com/archives/56687704.html,"Mon, 27 Apr 2020 03:28:54 GMT"
144,【悲報】5ch「安倍無能すぎだろ。3ヶ月経って経済対策何もやってねえじゃん 」無事ボコボコにされる,http://crx7601.com/archives/56686144.html,"Mon, 27 Apr 2020 03:28:54 GMT"
145,自粛要請を無視しジョギングしていたドイツ製薬会社バイエル社員、解雇&国外追放　日本も見習え！,http://crx7601.com/archives/56686127.html,"Mon, 27 Apr 2020 03:28:54 GMT"
146,【人類悲報】米国の1日の感染者数がやばいことになりました。,http://crx7601.com/archives/56686112.html,"Mon, 27 Apr 2020 03:28:54 GMT"
147,【速報】中国で甲殻類に感染する謎のウイルス蔓延開始ｗｗｗｗ,http://crx7601.com/archives/56686158.html,"Mon, 27 Apr 2020 03:28:54 GMT"
148,【速報】大阪・松井市長「パチンコは遊技ではなくギャンブル。グレー規制を見直すべき」やっぱり黙認してきたんじゃん,http://crx7601.com/archives/56686089.html,"Mon, 27 Apr 2020 03:28:54 GMT"
149,【悲報】慰安婦訴訟、原告側が「慰安婦を強いられた証拠」も出さず提訴していたww,http://crx7601.com/archives/56685640.html,"Mon, 27 Apr 2020 03:28:54 GMT"
150,【悲報】東京五輪、事実上開催断念へ。日本医師会会長「来年までにワクチンが開発されないと開催無理」,http://crx7601.com/archives/56685626.html,"Mon, 27 Apr 2020 03:28:54 GMT"
151,【悲報】西村経済再生(新型コロナ対策)担当大臣、陽性職員の視察同行が発覚して自宅待機へ,http://crx7601.com/archives/56685373.html,"Mon, 27 Apr 2020 03:28:54 GMT"
152,【悲報】安倍首相、コロナ辞任の可能性が報道される原因⇒官邸地下にある危機管理センタが究極の3密状態,http://crx7601.com/archives/56684892.html,"Mon, 27 Apr 2020 03:28:54 GMT"
153,【速報】「金正恩、死亡」を香港のメディアが報道,http://crx7601.com/archives/56684842.html,"Mon, 27 Apr 2020 03:28:54 GMT"
154,パヨク｢日本はクソ､韓国見習え｣⇒隔離者への強制スマホ管理に続き､犯罪者の様な電子リストバンド装着へ,http://crx7601.com/archives/56683614.html,"Mon, 27 Apr 2020 03:28:54 GMT"
155,【GW】陽キャ「海外ムリなら沖縄でいいじゃん！」沖縄路線に数万人の予約　県知事「頼むから来ないで」,http://crx7601.com/archives/56683599.html,"Mon, 27 Apr 2020 03:28:54 GMT"
156,【速報】安倍首相の専用車が変更、これはグレードアップ？ダウン？,http://crx7601.com/archives/56683549.html,"Mon, 27 Apr 2020 03:28:54 GMT"
157,【4/24金】日本＋431 (東京＋162　神奈川＋32　大阪＋31)　横這い、GWが勝負か,http://crx7601.com/archives/56683579.html,"Mon, 27 Apr 2020 03:28:54 GMT"
158,【悲報】立憲民主党、会見でも大失敗！お花畑な回答に記者すら呆れる「だめだこりゃ」,http://crx7601.com/archives/56682854.html,"Mon, 27 Apr 2020 03:28:54 GMT"
